product,mean_price,price_std,price_volatility_percent
HEKTAPY OAT COOKIES  125g,125.0,,
HEKTAPY RAJGIRI COOKIES 125g,125.0,0.0,0.0
HIMALAYAN HONEY 225g APIS,165.0,0.0,0.0
HIMALAYAN HONEY 500g APIS,325.0,0.0,0.0
HIMAYATH MANGO KG LOOSE,317.78234567901234,57.62700897304152,18.13411278399014
HOME DELIVERY CHARGES,1.0,,
HULLED WHITE SESAME OIL 1Lt. MESMARA,700.0,0.0,0.0
I.Orange Pack of 4,106.57894736842105,25.92149641915349,24.321404047600804
ICE BERG ENGLISH ITEM SAMBERRY,227.06798387096774,21.383602371296597,9.417268787416509
IDLI KARAM 100g VELLANKI FOODS,58.77777777777778,1.605545943838973,2.731552645472733
IDLI POWDER AKA GUNDPOWDER AKA KARAM PODI PREMIUM KG LOOSE FLYBER,799.0,,
IDLY . DOSA BATTER 1KG ID FRESH,95.0,0.0,0.0
IDLY BATTER 900g DSL,80.0,0.0,0.0
IDLY KARAM FLYBERRY,500.0,0.0,0.0
IDLY RAVA1KG,64.71875,2.5662785898983906,3.9652783619868903
IDLY RAWA 500g,35.0,0.0,0.0
IDLY RAWA ORANGE 1KG AISHWARYA,60.0,0.0,0.0
IDLY RICE  1Kg,70.0,0.0,0.0
IGURU KARAM 100g VELLANKI FOODS,63.42857142857143,1.5118578920369092,2.3835597396978296
IMLI POP KG FLYBERRY,480.0,0.0,0.0
IMP ORANGE CANE,100.0,0.0,0.0
IMP Orange Juices,150.0,0.0,0.0
IMPORTED ORANGE,197.96363636363637,46.85381136335365,23.667887812127578
IMPORTED PLUMS,330.65707182320443,82.69907955782504,25.01052800771264
INDIAN RAISINS GREEN FLYBERRY,600.0,0.0,0.0
INDIAN RAISINSGOLDEN KGS FLYBERRY,600.0,0.0,0.0
INSIDE YELLOW MELON Kg,39.9,0.0,0.0
IODIZED SALT 1KG PON,20.0,0.0,0.0
IRANIAN DATES 500g ORIGINAL AM ENTERPRISES,228.0,3.1622776601683795,1.386963886038763
JACK FRUIT SEEDS ANAND,84.0,0.0,0.0
JAGGERY KESAR 450G,51.27835051546392,2.1829942550372787,4.2571460140453565
JAGGERY KESAR 900G,95.58641791044776,4.045880322041226,4.232693734617922
JAGGERY MINI CUBES 500G EVR,115.0,0.0,0.0
JAGGERY POWDER 500g JIVIKA ORGANICS,95.0,0.0,0.0
JANTHIKALU 250g VELLANKI FOODS,150.6515436241611,11.429470721757099,7.586693403069831
JAVATRI 50g,180.0,0.0,0.0
JEERA 100g,65.0,0.0,0.0
JEERA 200g,125.0,0.0,0.0
JEERA PAPAD 200G EVR,68.0,0.0,0.0
JIVIKA COLD PRESSED SAFFLOWER OIL 1LTR,539.9966666666667,0.005773502691891007,0.0010691737650030569
JIVIKA CORIANDER POWDER 100GMS,55.0,0.0,0.0
JIVIKA FOREST HONEY250ml,280.0,0.0,0.0
JIVIKA NATURALS PEANUT BUTTER500GMS,399.0,0.0,0.0
JIVIKA RED CHILLI POWDER 200GMS,170.0,0.0,0.0
JIVIKA RED CHILLI POWDER 500GMS,399.0,0.0,0.0
JIVIKA TURMERIC POWDER 100GMS,60.0,0.0,0.0
JOWAR FLOUR 500g,50.0,0.0,0.0
JUBJUB GUAVA JUICE,70.0,0.0,0.0
JUJUBIES FLYBERRY,597.8906024096385,8.380064373318971,1.4016049657822616
KABULI CHANA 500g,119.92405063291139,0.675052740555614,0.562900216422773
KAJJIKAYALU 250g VELLANKI FOODS,146.16666666666666,2.1266104274437057,1.4549216151268227
KAJU PAKODI 250g VELLANKI FOODS,226.72413793103448,4.141332540223185,1.8265953409349407
KALA JAMUN BOX PACK ANAND,119.6686046511628,23.80183018977817,19.889786681445102
KANDI KARAM 100g  VELLANKI FOODS,58.470588235294116,1.328422328310143,2.271949656063625
KANDI KARAM 250GM AHA,120.0,0.0,0.0
KARAM GAVVALU 250G VELLANKI FOODS,137.0,4.058397249567141,2.9623337588081324
KARAM SAKINALU 250g  VELLANKI FOODS,146.4814814814815,2.3266081348403707,1.5883291944548672
KARAN PHOOL 50g,63.80952380952381,4.895215382447743,7.671606196373329
KARIVEPAKU KARAM 100g VELLANKI FOODS,61.1764705882353,1.878672873255449,3.0709075812829454
KARIVEPAKU KARAM 250g AHA,120.0,0.0,0.0
KARPURAVALLI BANANA,78.40491712707183,4.665244499819268,5.950193777079374
KASOORI METHI PAPAD 200G EVR,75.0,0.0,0.0
KASURIMETHI 50G,35.27272727272727,3.9634695544548957,11.236640489433983
KEERA JUICE,40.0,0.0,0.0
KESARI MANGO KG LOOSE,235.12702702702705,29.21833627368259,12.426617494008479
KHUS KHUS 50G,122.37704918032787,2.517696926599317,2.0573276962164546
KIMIA DATES PLASTIC BOX 400G ORIGINAL,251.76923076923077,26.766215430305756,10.6312496362351
KIMJO KIMIA DATES 400g ELEPHANT,211.30256410256408,51.1167677051355,24.19126711606015
KINELY WATER 500ml,10.0,0.0,0.0
KINLEY SODA 750ML,20.0,0.0,0.0
KINLEY WATER 1Lt,20.0,0.0,0.0
KIRAN MELON,33.03901098901099,7.401565767594946,22.4025040279104
KISMIS GREEN 250g,185.0,0.0,0.0
KNOOL COOL,45.71037037037037,9.481184801603932,20.74186825611387
KOBBARI KARAM 250g AHA,120.0,0.0,0.0
KOBBARI VUNDALU 250g VELLANKI FOODS,132.11111111111111,4.103833353069157,3.106349888782373
KODO MILLET ARIKALU 500G,75.0,0.0,0.0
KOTHIMEERA CORIANDER KARAM 100g VELLANKI FOODS,60.285714285714285,1.0690449676496978,1.7732973397032903
KOVA KAJJIKAYALU 250g VELLANKI FOODS,182.12765957446808,4.1368808943170015,2.2714182480478864
KP MALABAR  PAROTA 5PC ID FRESH,104.93333333333334,0.347149565047718,0.330828683336453
KURA KARAM 100g VELLANKI FOODS,60.0,0.0,0.0
KURNOOL MURMURA 500g,80.6896551724138,2.695001164203856,3.3399587077740094
Kashmir Comb Honey 500g BT,1170.0,0.0,0.0
L G HING 50g,95.32727272727273,8.30005476433193,8.706904673626859
LAB LAB,85.07715846994536,16.583852354453413,19.492720082220284
LADIES FINGER,54.19573770491803,10.427730800375938,19.240868824689265
LAKSHMAN FRUIT ANAND,429.0,0.0,0.0
LAL MICHI WITHOUT STEM 200G EVR,114.12790697674419,4.614036159953942,4.042864083097697
LAL MIRCHI WITH STEM 200G EVR,102.94805194805195,12.664596429973914,12.301929167503358
LANGADA MANGO KG LOOSE,214.0,0.0,0.0
LASSI 200ml MILKY MIST UHT ROSE,35.0,0.0,0.0
LASSI BLUBERRY 180ml MILKYMIST,33.4,2.3804761428476184,7.127174080382091
LEAF ONION,74.3593956043956,17.019074452296117,22.887591156389213
LEMON,164.72650273224045,38.17313231264966,23.17364339040167
LEMON JUICE,20.0,0.0,0.0
LEMON PICKLE  250g AHA,75.0,0.0,0.0
LEMON PICKLE 500g  AHA,150.0,0.0,0.0
LETTUCE RED ENG ITEM SAMBERRY,290.2,40.81339649347178,14.063885766186
LETTUCE ROCKET ARUGULA KG ENGLISH ITEM SAMBERRY,316.0,,
LIME PICKLE 250g VELLANKI FOODS,101.11111111111111,3.3333333333333326,3.296703296703296
LITTLE MILLET SAMELU 500g,98.5,4.616902584383194,4.687210745566695
LOBIA,46.72910112359551,11.056302100458776,23.66042109651448
LONG CHILLIES,76.20972375690607,25.341365556271803,33.2521419931999
LOTUS ECLAIRS  250G,50.0,0.0,0.0
LOTUS KAJOOS 13.5 G,4.922222222222222,0.30992514381902303,6.296447617090763
LOTUS TANGO 20G,5.81391304347826,1.682073231381805,28.93186084488597
LOW GI RICE 1Kg AISHWARYA,120.0,0.0,0.0
LOW GI RICE 5KG AISHWARYA,600.0,0.0,0.0
LYCHEE LOCAL ANAND,462.3793333333333,18.245849640148563,3.946078106175859
Lotus Stem SAMBERRY,284.0,0.0,0.0
MAAZA 600ML,42.0,0.0,0.0
MAGAYA PICKLE 250GMS VELLANKI FOODS,141.66666666666666,3.8924947208076164,2.747643332334788
MAIDA 1 KG,65.0,0.0,0.0
MAIDA 500g,40.0,0.0,0.0
MALGUDI COFFEE 200g 60 DEGREES CONTINENTAL,160.99714285714285,11.228537622631773,6.9743707393585
MALGUDI COFFEE 200g 80 DEGREES CONTINENTAL,200.0,0.0,0.0
MALGUDI COFFEE 500g 80 DEGREE CONTINENTAL,399.5,48.993196806631566,12.263628737579866
MALGUDI FILTER COFFEE 500g 60 DEGREE CONTINENTAL,360.0,0.0,0.0
MALLIKA MANGO Kg LOOSE,146.29580645161292,17.057319908289458,11.659472900838846
MANGO AVAKAYA 250g  AHA,86.25,17.84189825476351,20.68625884610262
MANGO AVAKAYA pPICKLE 500g AHA,175.0,0.0,0.0
MANGO BELLAM AVAKAI 250g AHA,90.0,0.0,0.0
MANGO GINGER,136.62800000000001,28.585731469325097,20.922308362359907
MANGO JELLY ROLLS 250g VELLANKI FOODS,152.0212765957447,4.0374023465117315,2.655813999804778
MANGO JUICE,70.0,0.0,0.0
MANGO MAGAYA  250g AHA,100.0,0.0,0.0
MANGO MAGAYA 500g AHA,200.0,0.0,0.0
MANGO PICKLE 250G VELLANKI FOODS,119.8936170212766,0.7293249574894731,0.6083100798936155
MARATHI MOGGA 50gms EVR,42.0,0.0,0.0
MAREDUKAYA KG LOOSE,129.0,0.0,0.0
MASALA KARAM 250g AHA,140.0,,
MASALA PALLI 250GMS VELLANKI FOODS,150.83333333333334,2.0181758367062925,1.3380171293080392
MASOOR DAL 500g,73.69565217391305,2.2198054491067505,3.0121253881684518
MASTI BUTTER MILK 1Lt AMUL,70.0,0.0,0.0
MASTI BUTTER MILK 200ml AMUL tetra,15.0,0.0,0.0
MEDJOUL DATES LARGE FLYBERRY loose kgs,1979.9117857142858,92.48476865471895,4.671156024325273
MENTI BIG,113.62267759562842,18.06645348960853,15.900394069135745
METHI 100G,32.27272727272727,2.508726030021272,7.77351727612225
MILK BREAD 350g SPENCERS GOLDEN CRUST NANDA,55.0,,
MILK CHOCOLATE SMOOTH N CREAMY 150g AMUL,198.94736842105263,4.588314677411235,2.3062957373231074
MILK SHAKE CHOCOLATE 220ML MILKY MIST,39.88979591836735,0.48322153377598787,1.2113913411963269
MILK SHAKE STRAWBERRY 180ML HERITAGE,20.0,0.0,0.0
MILK SHAKE STRAWBERRY 180ML MILKY MIST,39.88732394366197,0.46442885891160884,1.1643520121018442
MILK SHAKE STRAWBERRY 180ml EPIGAMIA,39.95,0.3135591295610645,0.784878922555856
MILK SHAKE VANILA 180ml EPIGAMIA,40.0,0.0,0.0
MILK SHAKE VANILLA 180ML MILKY MIST,40.0,0.0,0.0
MILKSHAKE CHOCOLATE 180ml EPIGAMIA,39.967785234899324,0.2809896738450464,0.7030403916394398
MILLET DOSA BATTER 1Kg DSL,120.0,0.0,0.0
MILLET IDLY RAWA 500GMS SRI AHARYA,89.0,0.0,0.0
MILLET MOONG MIX 250g VELLANKI,154.16666666666666,6.781634466537986,4.398898032348964
MILLETS UPMA RAWA 500GMS SRI AHARYA,89.0,0.0,0.0
MINI MEDJOUL FLYBERRY loose kgs,1248.235294117647,7.276068751089991,0.5829084296349192
MINUTE MAID PULPY 250 ML,25.0,0.0,0.0
MISHTI DAHI 80g  EPIGAMIA,35.0,0.0,0.0
MIXED SPROUTS ANAND,30.0,0.0,0.0
MIXTURE 250g VELLANKI FOODS,145.88518518518518,2.284716204934949,1.5661057029435532
MODERN  CRUST PIZZA BASE 150g,35.0,0.0,0.0
MODERN 100% WHOLE WHEAT BREAD 400G,55.0,0.0,0.0
MODERN BANANA PUDDING  CAKE 140g,60.0,0.0,0.0
MODERN BURGER BUN,45.0,0.0,0.0
MODERN CHOCO CHEER CAKE 120g,35.0,0.0,0.0
MODERN FRUIT & NUT CAKE 140g,60.0,0.0,0.0
MODERN HI FIBER  BROWN BREAD 400g,55.0,0.0,0.0
MODERN MILK PLUS BREAD 450g,55.0,0.0,0.0
MODERN SANDWICH SUPREME BREAD 400g,55.0,0.0,0.0
MODERN WOW PAV 200g,30.0,0.0,0.0
MODREN FRUITY BREAD 200G,30.0,0.0,0.0
MOONG DAL 500G,80.0,0.0,0.0
MOONG DAL1kg,160.0,0.0,0.0
MOONG GREEN 500g,88.18855421686746,11.82688732244788,13.410909644083722
MOONGDAL RICE RAWA 500G AISHWARYA,70.0,,
MOUSAMBI,82.82203296703297,10.19084903879474,12.304514479680996
MOUSAMBI JUICE,90.0,0.0,0.0
MOZZARELLA CHEESE 200g MILKY MIST,168.0,2.886751345948129,1.7183043725881721
MUKHWAS TINIMINI KG FLYBERRY,310.0,0.0,0.0
MULAGAKU KARAM 100g VELLANKI FOODS,68.36363636363636,0.8090398349558903,1.1834359287918608
MULBERY BOX PACK ANAND,84.0,0.0,0.0
MULTIGRAIN HEALTH MIX 500GMS SRI AHARYA,159.0,0.0,0.0
MUNAGAKU KARAM 250g AHA,120.0,0.0,0.0
MURUKULU 250g VELLANKI FOODS,150.89175675675676,12.038333993048429,7.978125678829945
MUSK MELON - H,45.93626373626373,17.02770152170807,37.06810292510968
MUSK MELON - LOCAL,65.33045454545454,4.208197756163364,6.441402842583092
MUSK MELON JUICE,50.0,0.0,0.0
MUSTARD BIG 200g,42.083333333333336,4.104140790860576,9.752413760460774
MUSTARD OIL 1Lt. MESMARA,599.0,0.0,0.0
MUSTARD SMALL 200g,47.43636363636364,6.471486280610873,13.642458621448755
MYSORE PAK 250g HARD VELLANKI FOODS,147.22222222222223,4.190790380624746,2.846574598160205
Mango Juices,80.0,0.0,0.0
Mango Milk Shake,60.0,,
Moosambi Economy,49.0,,
NAGPUR ORANGE,142.528,30.844291710316686,21.64086474960477
NAGPUR ORANGE JUICE,88.94736842105263,4.588314677411235,5.158460288213814
NALLA KARAM 100g VELLANKI FOODS,62.0,0.0,0.0
NALLA KARAM 250g AHA,120.0,0.0,0.0
NANDA CREAM BUN VANILLA 60g,15.0,0.0,0.0
NANDA CRM BUN CHOCOLATE 60g,15.0,0.0,0.0
NANDA CRM BUN PINEAPPLE 60g,15.0,0.0,0.0
NANDA MUFFIN FRUIT 240g,73.67673913043478,2.948332903220491,4.001714704013791
NANDA MUFFIN VANILLA 240g,73.6,3.0784611540383415,4.182691785378181
NANDA OSMANIA COOKIES 300g,70.80928571428572,2.7847166378730117,3.9326998002907363
NANDAS Mr BREADRY ZERO MAIDA 450g,60.0,0.0,0.0
NARINJAAKAYA KG LOOSE,114.0,0.0,0.0
NATU DONDAKAI,54.05841530054645,11.909032364996486,22.029932432880813
NATURAL BROWN SUGAR 1Kg JIVIKA ORGANICS,155.0,0.0,0.0
NATURAL COW GHEE 500ml JIVIKA ORGANICS,499.0,0.0,0.0
NATURAL CURD 450g SIDS FARM,50.090494505494505,0.5393235762129688,1.0766984465561815
NATURAL ROCK SALT 1Kg JIVIKA ORGANICS,114.0625,6.099375455928332,5.347397659991962
NATURAL THICK CURD  POUCH 400 GMS ID FRESH,48.32727272727273,3.1094512166436816,6.434154135267212
NATURAL THICK CURD CUP 400g ID FRESH,78.33333333333333,3.8924947208076137,4.969142196775678
