product_name,current_category,layer_1_score,layer_1_category,layer_2_score,layer_2_category,web_sources,web_agree_count,web_consensus_category,web_consensus_time,layer_3_score,layer_3_category,conflict_level,final_category,final_confidence,confidence_band,mapping_status,reason,revenue_weight
GONGURA PICKLE 500g  AHA,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: GONGURA PICKLE 500g  AHA brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0021
PANDU MIRAPAKAI PICKLE 500g AHA,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: PANDU MIRAPAKAI PICKLE 500g AHA brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0021
TOMATO PICKLE  500g AHA,vegetables,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: TOMATO PICKLE  500g AHA brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0021
BABY CORN PEELED SAMBERRY,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: BABY CORN PEELED SAMBERRY brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.002
CHAKKI ATTA GODHUMA PINDI 1Kg,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CHAKKI ATTA GODHUMA PINDI 1Kg brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.002
HEKATPY BUCK WHEAT COOKIES 125g,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: HEKATPY BUCK WHEAT COOKIES 125g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.002
POMEGRANATE CANE,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: POMEGRANATE CANE brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.002
STRAWBERRY LOCAL ANAND BOX,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: STRAWBERRY LOCAL ANAND BOX brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.002
VANILLA FLAVOURED MIILK 180ML HERITAGE,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: VANILLA FLAVOURED MIILK 180ML HERITAGE brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.002
BANANA TREE,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BANANA TREE brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0019
BAT PAPAD 200G EVR,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BAT PAPAD 200G EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0019
CORN FLAKES 200G EVR,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CORN FLAKES 200G EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0019
HIMALAYAN HONEY 225g APIS,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: HIMALAYAN HONEY 225g APIS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0019
MILLET DOSA BATTER 1Kg DSL,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MILLET DOSA BATTER 1Kg DSL brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0019
NALLA KARAM 250g AHA,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: NALLA KARAM 250g AHA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0019
WHEELS PAPAD 200g EVR,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHEELS PAPAD 200g EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0019
WHITE JOWAR SORGHUM RAWA 500GMS SRI AHARYA,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHITE JOWAR SORGHUM RAWA 500GMS SRI AHARYA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0019
AASHIRVAD CORIANDER PWD 200G,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: AASHIRVAD CORIANDER PWD 200G brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0018
DAMPUDU BIYYAM 1Kg AISHWARYA,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: DAMPUDU BIYYAM 1Kg AISHWARYA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0018
LEMON PICKLE 500g  AHA,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: LEMON PICKLE 500g  AHA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0018
NARINJAAKAYA KG LOOSE,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: NARINJAAKAYA KG LOOSE brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0018
PLAIN CUP PAPAD 200G EVR,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: PLAIN CUP PAPAD 200G EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0018
TUTTI FRUITY KG FLYBERRY,<NA>,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: TUTTI FRUITY KG FLYBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0018
CALIFORNIA BLACK seedless GRAPES,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: CALIFORNIA BLACK seedless GRAPES brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0017
IGURU KARAM 100g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: IGURU KARAM 100g VELLANKI FOODS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0017
NALLA KARAM 100g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: NALLA KARAM 100g VELLANKI FOODS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0017
TATA IODISED CRYSTAL SALT 1KG,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: TATA IODISED CRYSTAL SALT 1KG brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0017
TRIANGLE PAPAD 200G EVR,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: TRIANGLE PAPAD 200G EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0017
GARLIC PICKLE 250g AHA,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GARLIC PICKLE 250g AHA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0016
GOLDEN KIWI FRUIT BIG,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GOLDEN KIWI FRUIT BIG brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0016
RED CHILLI PAPAD 200G EVR,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: RED CHILLI PAPAD 200G EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0016
BITTER GAURD KARAM PODI 100g VELLANKI FOODS,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BITTER GAURD KARAM PODI 100g VELLANKI FOODS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0015
HEKTAPY HEALTHY DEL JOWAR 125G,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: HEKTAPY HEALTHY DEL JOWAR 125G brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0015
HEKTAPY RAJGIRI COOKIES 125g,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: HEKTAPY RAJGIRI COOKIES 125g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0015
KASOORI METHI PAPAD 200G EVR,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: KASOORI METHI PAPAD 200G EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0015
STAR PAPAD 200G EVR,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: STAR PAPAD 200G EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0015
IDLY RAWA ORANGE 1KG AISHWARYA,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: IDLY RAWA ORANGE 1KG AISHWARYA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0014
SMALL AMLA,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: SMALL AMLA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0014
BAMBINO VERMICELLI 500GM,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BAMBINO VERMICELLI 500GM brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0013
COKE 250ML,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: COKE 250ML brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0013
CORN FLOUR 200g EVR,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CORN FLOUR 200g EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0013
ENG ITEM PARSLEY SAMBERRY,<NA>,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: ENG ITEM PARSLEY SAMBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0013
FRUIT BASKET 450 SADGURU,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: FRUIT BASKET 450 SADGURU brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0013
LOTUS ECLAIRS  250G,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: LOTUS ECLAIRS  250G brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0012
THREE MANGO RAI PWD 500G,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: THREE MANGO RAI PWD 500G brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0012
red thotakura,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: red thotakura brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0012
CHIKKUDUKAYA PICKLE 250g AHA,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CHIKKUDUKAYA PICKLE 250g AHA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0011
LETTUCE RED ENG ITEM SAMBERRY,vegetables,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: LETTUCE RED ENG ITEM SAMBERRY brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0011
THREE MANGO MIRCHI PWD 200G,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: THREE MANGO MIRCHI PWD 200G brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0011
THUMMIKURA,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: THUMMIKURA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0011
WHOLE WHEAT BREAD 400g MR BREADY NANDAS,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHOLE WHEAT BREAD 400g MR BREADY NANDAS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0011
ASPARAGUS KG SAMBERRY,<NA>,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: ASPARAGUS KG SAMBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.001
BITTER GUARD PICKLE 250G VELLANKI FOODS,vegetables,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BITTER GUARD PICKLE 250G VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0009
FRUIT BASKET 240 SADGURU,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: FRUIT BASKET 240 SADGURU brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0009
KANDI KARAM 250GM AHA,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: KANDI KARAM 250GM AHA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0009
KARIVEPAKU KARAM 250g AHA,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: KARIVEPAKU KARAM 250g AHA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0009
MUNAGAKU KARAM 250g AHA,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MUNAGAKU KARAM 250g AHA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0009
SAUNF 100gm EVR,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: SAUNF 100gm EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0009
TAMARIND PICKLE250G VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: TAMARIND PICKLE250G VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0009
AASHIRVAD CHILLI PWD 100G,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: AASHIRVAD CHILLI PWD 100G brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0008
AMUL INDIA TWILIGHT TRYST 125g,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: AMUL INDIA TWILIGHT TRYST 125g brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0008
IMP ORANGE CANE,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: IMP ORANGE CANE brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0008
MARATHI MOGGA 50gms EVR,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MARATHI MOGGA 50gms EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0008
MODERN  CRUST PIZZA BASE 150g,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MODERN  CRUST PIZZA BASE 150g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0008
WHITE JOWAR RAWA 500g,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHITE JOWAR RAWA 500g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0008
MANGO BELLAM AVAKAI 250g AHA,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MANGO BELLAM AVAKAI 250g AHA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0007
NANDAS Mr BREADRY ZERO MAIDA 450g,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: NANDAS Mr BREADRY ZERO MAIDA 450g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0007
TAMARIND PICKLE 500g AHA,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: TAMARIND PICKLE 500g AHA brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0007
ANJEER BOX PACK ANAND,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: ANJEER BOX PACK ANAND brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0006
CHICKPEAS 50g FLYBERRY GOURMET,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CHICKPEAS 50g FLYBERRY GOURMET brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0006
ELEPHANT FOREST HONEY 500G 1+1,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: ELEPHANT FOREST HONEY 500G 1+1 brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0006
MASALA KARAM 250g AHA,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MASALA KARAM 250g AHA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0006
ROUND CHEKKALU 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: ROUND CHEKKALU 250g VELLANKI FOODS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0006
THIS IS CAPPUCCINO 22g CONTINENTAL,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: THIS IS CAPPUCCINO 22g CONTINENTAL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0006
HEKATPY PEARL MILLET COOKIE 125g,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: HEKATPY PEARL MILLET COOKIE 125g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0005
HEKTAPY OAT COOKIES  125g,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: HEKTAPY OAT COOKIES  125g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0005
RED SEEDLESS GRAPES,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: RED SEEDLESS GRAPES brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0005
THREE MANGO RAI PWD 200G,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: THREE MANGO RAI PWD 200G brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0005
ASL  IDLY & DOSA BATTER  1KG,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: ASL  IDLY & DOSA BATTER  1KG brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0004
CUCUMBER WHITE,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CUCUMBER WHITE brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0004
FLYBERRY SPICED CHICKPEAS CRISP 31g,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: FLYBERRY SPICED CHICKPEAS CRISP 31g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0004
DOUBLE BEANS,vegetables,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: DOUBLE BEANS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0003
IODIZED SALT 1KG PON,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: IODIZED SALT 1KG PON brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0003
MOONGDAL RICE RAWA 500G AISHWARYA,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MOONGDAL RICE RAWA 500G AISHWARYA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0003
Snake Gourd Small,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: Snake Gourd Small brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0003
WHEAT GRASS,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHEAT GRASS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0003
koyakura,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: koyakura brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0003
FILTER COFFE STRONG 5 10ml ID FRESH,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: FILTER COFFE STRONG 5 10ml ID FRESH brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0002
PARSLEY PACK,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: PARSLEY PACK brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0002
SUN MELON YELLOW,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: SUN MELON YELLOW brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0002
THADKA MIX POPU DINUSULU 200G,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: THADKA MIX POPU DINUSULU 200G brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0002
VARI NUKA AISHWARYA 500G,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: VARI NUKA AISHWARYA 500G brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0002
YELLOW CAULIFLOWER PC,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: YELLOW CAULIFLOWER PC brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0002
LETTUCE ROCKET ARUGULA KG ENGLISH ITEM SAMBERRY,vegetables,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: LETTUCE ROCKET ARUGULA KG ENGLISH ITEM SAMBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0001
NUVULA KARAM FLYBERRY,<NA>,0,UNKNOWN,85,Personal Care,synthetic: brand consensus; query: NUVULA KARAM FLYBERRY brand category India,0,,,75,Personal Care,none,Personal Care,85.21,HIGH,AUTO-MAP,"Web→Personal Care:85, Brand/Price→Personal Care:75",0.0001
REDCHILLY,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: REDCHILLY brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0001
mulagaku,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: mulagaku brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0001
