product_name,current_category,layer_1_score,layer_1_category,layer_2_score,layer_2_category,web_sources,web_agree_count,web_consensus_category,web_consensus_time,layer_3_score,layer_3_category,conflict_level,final_category,final_confidence,confidence_band,mapping_status,reason,revenue_weight,_pnorm
KNOOL COOL,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: KNOOL COOL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0042,knool cool
MILLET IDLY RAWA 500GMS SRI AHARYA,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MILLET IDLY RAWA 500GMS SRI AHARYA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0042,millet idly rawa 500gms sri aharya
POKCHOY LEAF SAMBERRY,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: POKCHOY LEAF SAMBERRY brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0042,pokchoy leaf samberry
STAR FRUIT,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: STAR FRUIT brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0042,star fruit
MANGO AVAKAYA pPICKLE 500g AHA,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: MANGO AVAKAYA pPICKLE 500g AHA brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0041,mango avakaya ppickle 500g aha
URAD BLACK WHOLE 500G,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: URAD BLACK WHOLE 500G brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.004,urad black whole 500g
GINGER PICKLE 500g AHA,vegetables,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: GINGER PICKLE 500g AHA brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0039,ginger pickle 500g aha
MANGO MAGAYA 500g AHA,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: MANGO MAGAYA 500g AHA brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0039,mango magaya 500g aha
MULTIGRAIN HEALTH MIX 500GMS SRI AHARYA,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: MULTIGRAIN HEALTH MIX 500GMS SRI AHARYA brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0038,multigrain health mix 500gms sri aharya
ROSE FLOWER POOLU KG LOOSE,,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: ROSE FLOWER POOLU KG LOOSE brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0037,rose flower poolu kg loose
URAD BLACK SPLIT 500g,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: URAD BLACK SPLIT 500g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0037,urad black split 500g
MUKHWAS TINIMINI KG FLYBERRY,,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: MUKHWAS TINIMINI KG FLYBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0036,mukhwas tinimini kg flyberry
AMLA PICKLE  250g AHA,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: AMLA PICKLE  250g AHA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0035,amla pickle  250g aha
FRUIT BASKET 300 SADGURU,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: FRUIT BASKET 300 SADGURU brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0035,fruit basket 300 sadguru
MULAGAKU KARAM 100g VELLANKI FOODS,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MULAGAKU KARAM 100g VELLANKI FOODS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0035,mulagaku karam 100g vellanki foods
GONGURA PANDU MIRAPAKAYA PICKLE  500g AHA,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: GONGURA PANDU MIRAPAKAYA PICKLE  500g AHA brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0034,gongura pandu mirapakaya pickle  500g aha
FRUIT BASKET 170 SADGURU,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: FRUIT BASKET 170 SADGURU brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0033,fruit basket 170 sadguru
KOTHIMEERA CORIANDER KARAM 100g VELLANKI FOODS,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: KOTHIMEERA CORIANDER KARAM 100g VELLANKI FOODS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0033,kothimeera coriander karam 100g vellanki foods
KURA KARAM 100g VELLANKI FOODS,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: KURA KARAM 100g VELLANKI FOODS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0033,kura karam 100g vellanki foods
PRM CHITTIMUTYALU RICE 1KG GAJANAN,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: PRM CHITTIMUTYALU RICE 1KG GAJANAN brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0033,prm chittimutyalu rice 1kg gajanan
SRI LALITHA BROWN RICE 5KG SONAMASOORI,,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: SRI LALITHA BROWN RICE 5KG SONAMASOORI brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0033,sri lalitha brown rice 5kg sonamasoori
GONGURA PANDU MIRAPAKAYA PICKLE 250g  AHA,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GONGURA PANDU MIRAPAKAYA PICKLE 250g  AHA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0032,gongura pandu mirapakaya pickle 250g  aha
LEMON PICKLE  250g AHA,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: LEMON PICKLE  250g AHA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0032,lemon pickle  250g aha
TAMARIND PICKLE 250g AHA,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: TAMARIND PICKLE 250g AHA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0032,tamarind pickle 250g aha
VINAYAKA VIGRAHAM 8 INCH,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: VINAYAKA VIGRAHAM 8 INCH brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0032,vinayaka vigraham 8 inch
BASIL LEAF KG ENGLISH ITEM SAMBERRY,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: BASIL LEAF KG ENGLISH ITEM SAMBERRY brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0031,basil leaf kg english item samberry
COCONUT KARAM 100G  VELLANKI FOODS,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: COCONUT KARAM 100G  VELLANKI FOODS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.003,coconut karam 100g  vellanki foods
YELLOW JOWAR SORGHUM RAWA 500G SRI AHARYA,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: YELLOW JOWAR SORGHUM RAWA 500G SRI AHARYA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.003,yellow jowar sorghum rawa 500g sri aharya
JEERA PAPAD 200G EVR,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: JEERA PAPAD 200G EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0029,jeera papad 200g evr
RASAM PODI 100g VELLANKI FOODS,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: RASAM PODI 100g VELLANKI FOODS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0029,rasam podi 100g vellanki foods
AMLA PICKLE  500g AHA,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: AMLA PICKLE  500g AHA brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0028,amla pickle  500g aha
FOXTAIL MILLET KORRALU BIYYAM 500g,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: FOXTAIL MILLET KORRALU BIYYAM 500g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0028,foxtail millet korralu biyyam 500g
GARAM MASALA 100g VELLANKI FOODS,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GARAM MASALA 100g VELLANKI FOODS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0028,garam masala 100g vellanki foods
LOW GI RICE 1Kg AISHWARYA,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: LOW GI RICE 1Kg AISHWARYA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0028,low gi rice 1kg aishwarya
FRUIT BASKET 200,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: FRUIT BASKET 200 brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0027,fruit basket 200
COCONUT SLICE KGS FLYBERRY,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: COCONUT SLICE KGS FLYBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0026,coconut slice kgs flyberry
IDLY RAWA 500g,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: IDLY RAWA 500g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0026,idly rawa 500g
HEKATPY QUINO COOKIES 125g,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: HEKATPY QUINO COOKIES 125g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0025,hekatpy quino cookies 125g
HEKTAPY HEALTHY DEL RAGI 125G,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: HEKTAPY HEALTHY DEL RAGI 125G brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0025,hektapy healthy del ragi 125g
HEKTAPY MULTI MILLET S.N,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: HEKTAPY MULTI MILLET S.N brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0025,hektapy multi millet s.n
IDLY KARAM FLYBERRY,,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: IDLY KARAM FLYBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0025,idly karam flyberry
MILLETS UPMA RAWA 500GMS SRI AHARYA,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MILLETS UPMA RAWA 500GMS SRI AHARYA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0025,millets upma rawa 500gms sri aharya
MODERN BURGER BUN,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MODERN BURGER BUN brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0025,modern burger bun
FRUIT BASKET 120 SADGURU,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: FRUIT BASKET 120 SADGURU brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0024,fruit basket 120 sadguru
IMLI POP KG FLYBERRY,,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: IMLI POP KG FLYBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0024,imli pop kg flyberry
SRI LALITHA IDLY RAVA 1KG,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: SRI LALITHA IDLY RAVA 1KG brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0024,sri lalitha idly rava 1kg
ELEPHANT FOREST HONEY 250G 1+1,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: ELEPHANT FOREST HONEY 250G 1+1 brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0023,elephant forest honey 250g 1+1
VINAYAKA VIGRAHAM 12 INCH,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: VINAYAKA VIGRAHAM 12 INCH brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0023,vinayaka vigraham 12 inch
SPROUTED RAGI FLOUR 500GMS SRI AHARYA,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: SPROUTED RAGI FLOUR 500GMS SRI AHARYA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0022,sprouted ragi flour 500gms sri aharya
GONGURA PICKLE 500g  AHA,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: GONGURA PICKLE 500g  AHA brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0021,gongura pickle 500g  aha
PANDU MIRAPAKAI PICKLE 500g AHA,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: PANDU MIRAPAKAI PICKLE 500g AHA brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0021,pandu mirapakai pickle 500g aha
TOMATO PICKLE  500g AHA,vegetables,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: TOMATO PICKLE  500g AHA brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0021,tomato pickle  500g aha
BABY CORN PEELED SAMBERRY,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: BABY CORN PEELED SAMBERRY brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.002,baby corn peeled samberry
CHAKKI ATTA GODHUMA PINDI 1Kg,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CHAKKI ATTA GODHUMA PINDI 1Kg brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.002,chakki atta godhuma pindi 1kg
HEKATPY BUCK WHEAT COOKIES 125g,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: HEKATPY BUCK WHEAT COOKIES 125g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.002,hekatpy buck wheat cookies 125g
POMEGRANATE CANE,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: POMEGRANATE CANE brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.002,pomegranate cane
STRAWBERRY LOCAL ANAND BOX,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: STRAWBERRY LOCAL ANAND BOX brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.002,strawberry local anand box
VANILLA FLAVOURED MIILK 180ML HERITAGE,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: VANILLA FLAVOURED MIILK 180ML HERITAGE brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.002,vanilla flavoured miilk 180ml heritage
BANANA TREE,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BANANA TREE brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0019,banana tree
BAT PAPAD 200G EVR,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BAT PAPAD 200G EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0019,bat papad 200g evr
CORN FLAKES 200G EVR,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CORN FLAKES 200G EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0019,corn flakes 200g evr
HIMALAYAN HONEY 225g APIS,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: HIMALAYAN HONEY 225g APIS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0019,himalayan honey 225g apis
MILLET DOSA BATTER 1Kg DSL,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MILLET DOSA BATTER 1Kg DSL brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0019,millet dosa batter 1kg dsl
NALLA KARAM 250g AHA,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: NALLA KARAM 250g AHA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0019,nalla karam 250g aha
WHEELS PAPAD 200g EVR,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHEELS PAPAD 200g EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0019,wheels papad 200g evr
WHITE JOWAR SORGHUM RAWA 500GMS SRI AHARYA,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHITE JOWAR SORGHUM RAWA 500GMS SRI AHARYA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0019,white jowar sorghum rawa 500gms sri aharya
AASHIRVAD CORIANDER PWD 200G,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: AASHIRVAD CORIANDER PWD 200G brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0018,aashirvad coriander pwd 200g
DAMPUDU BIYYAM 1Kg AISHWARYA,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: DAMPUDU BIYYAM 1Kg AISHWARYA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0018,dampudu biyyam 1kg aishwarya
LEMON PICKLE 500g  AHA,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: LEMON PICKLE 500g  AHA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0018,lemon pickle 500g  aha
NARINJAAKAYA KG LOOSE,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: NARINJAAKAYA KG LOOSE brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0018,narinjaakaya kg loose
PLAIN CUP PAPAD 200G EVR,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: PLAIN CUP PAPAD 200G EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0018,plain cup papad 200g evr
TUTTI FRUITY KG FLYBERRY,,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: TUTTI FRUITY KG FLYBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0018,tutti fruity kg flyberry
IGURU KARAM 100g VELLANKI FOODS,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: IGURU KARAM 100g VELLANKI FOODS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0017,iguru karam 100g vellanki foods
NALLA KARAM 100g VELLANKI FOODS,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: NALLA KARAM 100g VELLANKI FOODS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0017,nalla karam 100g vellanki foods
TATA IODISED CRYSTAL SALT 1KG,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: TATA IODISED CRYSTAL SALT 1KG brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0017,tata iodised crystal salt 1kg
TRIANGLE PAPAD 200G EVR,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: TRIANGLE PAPAD 200G EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0017,triangle papad 200g evr
GARLIC PICKLE 250g AHA,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GARLIC PICKLE 250g AHA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0016,garlic pickle 250g aha
GOLDEN KIWI FRUIT BIG,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GOLDEN KIWI FRUIT BIG brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0016,golden kiwi fruit big
RED CHILLI PAPAD 200G EVR,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: RED CHILLI PAPAD 200G EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0016,red chilli papad 200g evr
BITTER GAURD KARAM PODI 100g VELLANKI FOODS,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BITTER GAURD KARAM PODI 100g VELLANKI FOODS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0015,bitter gaurd karam podi 100g vellanki foods
HEKTAPY HEALTHY DEL JOWAR 125G,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: HEKTAPY HEALTHY DEL JOWAR 125G brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0015,hektapy healthy del jowar 125g
HEKTAPY RAJGIRI COOKIES 125g,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: HEKTAPY RAJGIRI COOKIES 125g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0015,hektapy rajgiri cookies 125g
KASOORI METHI PAPAD 200G EVR,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: KASOORI METHI PAPAD 200G EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0015,kasoori methi papad 200g evr
STAR PAPAD 200G EVR,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: STAR PAPAD 200G EVR brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0015,star papad 200g evr
IDLY RAWA ORANGE 1KG AISHWARYA,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: IDLY RAWA ORANGE 1KG AISHWARYA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0014,idly rawa orange 1kg aishwarya
SMALL AMLA,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: SMALL AMLA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0014,small amla
BAMBINO VERMICELLI 500GM,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BAMBINO VERMICELLI 500GM brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0013,bambino vermicelli 500gm
COKE 250ML,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: COKE 250ML brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0013,coke 250ml
